cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_59205,Stem Cell,49.43,5,87.86
CELL_71318,Erythrocyte,81.16,46,67.3
CELL_87000,Neuron,6.56,21,88.78
CELL_33678,Neuron,109.85,30,54.6
CELL_92345,Fibroblast,118.64,19,61.0
CELL_69193,Neuron,109.12,31,87.71
CELL_36650,Leukocyte,88.59,6,55.29
CELL_52764,Fibroblast,89.48,17,74.59
CELL_19146,Leukocyte,110.25,24,97.44
CELL_17091,Epithelial,98.08,8,86.9
CELL_37840,Myocyte,94.7,23,66.01
CELL_11025,Epithelial,30.79,34,91.98
CELL_70134,Neuron,113.21,31,97.78
CELL_84766,Neuron,26.83,50,58.05
CELL_37959,Stem Cell,78.2,37,60.03
CELL_81921,Fibroblast,77.71,35,72.05
CELL_32981,Erythrocyte,44.95,24,83.83
CELL_64137,Fibroblast,14.6,26,76.21
CELL_28732,Stem Cell,113.3,17,92.44
CELL_93246,Epithelial,72.72,10,51.01
CELL_95171,Stem Cell,46.23,32,62.67
CELL_43240,Leukocyte,31.82,10,50.95
CELL_48464,Myocyte,69.57,43,54.21
CELL_59466,Epithelial,106.65,46,91.73
CELL_29339,Erythrocyte,79.72,31,88.19
CELL_55146,Stem Cell,86.5,37,56.11
CELL_87513,Leukocyte,73.37,40,77.53
CELL_22057,Leukocyte,67.35,36,91.16
CELL_15444,Neuron,29.36,22,71.45
CELL_88334,Myocyte,12.0,10,79.11
CELL_45388,Stem Cell,41.54,27,54.86
CELL_36380,Myocyte,39.71,34,98.08
CELL_46530,Erythrocyte,25.1,37,97.16
CELL_12127,Neuron,34.11,43,73.55
CELL_55641,Myocyte,29.42,31,82.86
CELL_31792,Neuron,12.69,5,90.14
CELL_54367,Erythrocyte,40.96,18,81.85
CELL_58638,Neuron,14.01,50,72.73
CELL_73338,Erythrocyte,76.05,19,96.99
CELL_39545,Stem Cell,105.76,13,69.18
CELL_52989,Leukocyte,15.33,40,71.69
CELL_74506,Leukocyte,52.88,43,62.59
CELL_74627,Leukocyte,38.24,9,97.45
CELL_97549,Leukocyte,51.45,32,66.68
CELL_81734,Myocyte,86.58,33,90.66
CELL_74475,Leukocyte,41.24,16,68.95
CELL_34654,Myocyte,87.93,30,91.57
CELL_77129,Neuron,104.84,49,79.94
CELL_51139,Stem Cell,101.35,10,68.4
CELL_38822,Stem Cell,79.84,37,86.93
CELL_69151,Fibroblast,94.2,50,86.29
CELL_71178,Epithelial,48.41,38,52.34
CELL_85208,Fibroblast,13.25,7,62.61
CELL_35148,Stem Cell,39.27,15,79.09
CELL_60736,Stem Cell,60.32,23,77.93
CELL_23931,Epithelial,33.4,45,73.7
CELL_99051,Erythrocyte,36.94,39,66.32
CELL_46126,Myocyte,37.62,12,95.23
CELL_21741,Fibroblast,56.34,37,93.73
CELL_62106,Erythrocyte,102.12,17,91.72
CELL_36300,Stem Cell,43.6,17,87.58
CELL_83519,Stem Cell,50.57,39,97.47
CELL_72311,Fibroblast,12.11,48,88.22
CELL_32961,Neuron,81.44,33,76.3
CELL_50287,Leukocyte,30.32,40,97.51
CELL_90738,Neuron,22.66,24,75.25
CELL_34884,Epithelial,32.04,37,56.37
CELL_43809,Fibroblast,44.11,7,59.42
CELL_53254,Epithelial,101.95,39,76.84
CELL_95396,Stem Cell,70.34,39,82.6
CELL_61035,Myocyte,58.07,18,60.74
CELL_27711,Epithelial,13.52,24,98.56
CELL_15247,Neuron,31.32,34,93.26
CELL_33558,Erythrocyte,87.88,23,74.49
