cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_74335,Epithelial,47.57,11,71.52
CELL_12736,Erythrocyte,105.96,14,77.72
CELL_45557,Erythrocyte,67.56,17,96.79
CELL_52096,Erythrocyte,18.97,12,91.47
CELL_96948,Fibroblast,118.15,7,63.34
CELL_38492,Erythrocyte,15.13,18,76.47
CELL_83544,Fibroblast,47.2,27,99.88
CELL_70281,Erythrocyte,80.04,38,60.15
CELL_43224,Fibroblast,22.84,14,79.41
CELL_13020,Myocyte,7.95,22,58.32
CELL_27150,Fibroblast,31.89,18,93.51
CELL_68675,Myocyte,70.22,5,61.2
CELL_57476,Stem Cell,117.05,12,68.38
CELL_94554,Leukocyte,29.33,7,73.07
CELL_44660,Erythrocyte,16.47,5,52.12
CELL_58352,Myocyte,12.44,20,84.36
CELL_82147,Myocyte,100.76,47,66.82
CELL_68710,Leukocyte,17.92,44,92.84
CELL_65679,Erythrocyte,63.13,48,58.67
CELL_59812,Fibroblast,103.26,7,80.79
CELL_71775,Fibroblast,21.15,43,71.52
CELL_63506,Stem Cell,110.24,32,88.12
CELL_11123,Myocyte,53.96,15,84.3
CELL_63578,Leukocyte,6.58,8,90.02
CELL_80064,Fibroblast,47.82,12,71.95
CELL_85555,Stem Cell,89.13,9,97.37
CELL_94815,Stem Cell,106.03,11,85.94
CELL_42938,Fibroblast,53.87,13,71.49
CELL_55419,Stem Cell,114.39,10,87.24
CELL_91890,Erythrocyte,107.25,46,52.06
CELL_80479,Leukocyte,117.74,40,97.72
CELL_42584,Stem Cell,117.46,40,58.39
CELL_59569,Myocyte,94.4,50,76.65
CELL_39240,Leukocyte,36.82,29,76.0
CELL_46814,Fibroblast,110.48,23,88.46
CELL_50567,Stem Cell,25.3,44,78.07
CELL_23704,Myocyte,115.11,37,73.14
CELL_71045,Leukocyte,108.65,41,73.99
CELL_34257,Stem Cell,14.81,12,92.2
CELL_66035,Neuron,29.28,7,78.46
CELL_42250,Epithelial,98.4,17,79.51
CELL_30461,Erythrocyte,107.83,19,91.3
CELL_89752,Neuron,5.28,35,66.63
CELL_33246,Leukocyte,110.42,11,87.6
CELL_97936,Neuron,107.28,17,74.77
CELL_56188,Neuron,43.85,49,51.22
CELL_52385,Myocyte,115.06,25,50.64
CELL_84782,Leukocyte,31.12,8,66.18
CELL_91039,Myocyte,110.2,44,91.0
CELL_80749,Erythrocyte,41.65,33,51.28
CELL_71191,Neuron,98.36,38,83.14
CELL_39155,Neuron,64.6,28,51.3
CELL_78544,Leukocyte,30.71,11,67.44
CELL_12737,Myocyte,36.56,49,96.65
CELL_57146,Stem Cell,30.98,8,81.78
CELL_52474,Erythrocyte,41.91,29,96.94
CELL_79768,Fibroblast,100.3,40,50.71
CELL_67956,Erythrocyte,71.36,25,65.43
CELL_90148,Myocyte,43.24,30,56.73
CELL_61512,Erythrocyte,77.71,48,82.25
CELL_88189,Leukocyte,76.74,12,76.96
CELL_12600,Neuron,31.78,18,86.03
CELL_84770,Epithelial,102.84,26,68.01
CELL_73382,Leukocyte,100.15,34,91.18
CELL_18687,Myocyte,112.24,17,84.1
CELL_52610,Epithelial,53.0,33,59.48
CELL_47361,Myocyte,10.63,25,88.48
CELL_46948,Myocyte,79.7,23,61.55
CELL_64286,Fibroblast,77.87,19,82.78
CELL_76656,Myocyte,103.59,39,91.26
CELL_28005,Myocyte,10.81,45,81.19
CELL_87519,Stem Cell,14.56,47,94.04
CELL_83856,Epithelial,59.67,22,79.39
CELL_11056,Neuron,37.41,22,75.77
CELL_84775,Erythrocyte,106.05,28,58.14
CELL_75160,Leukocyte,28.96,44,99.95
CELL_66453,Stem Cell,26.25,32,81.9
CELL_38876,Fibroblast,43.54,50,92.41
CELL_15285,Neuron,16.44,9,50.09
CELL_79350,Erythrocyte,58.03,30,82.68
CELL_59727,Neuron,21.58,5,83.78
CELL_22975,Epithelial,110.24,6,64.78
CELL_51241,Epithelial,98.71,25,50.12
CELL_15083,Epithelial,103.13,37,92.24
CELL_53990,Myocyte,32.22,11,65.43
CELL_32487,Fibroblast,110.89,31,59.22
CELL_44702,Leukocyte,53.53,39,90.5
CELL_47419,Erythrocyte,74.6,27,63.4
CELL_39379,Erythrocyte,85.63,6,91.3
CELL_55117,Myocyte,63.17,34,68.67
CELL_24869,Neuron,55.09,6,94.81
CELL_43201,Stem Cell,118.84,30,81.89
CELL_25293,Leukocyte,11.73,42,53.1
CELL_77449,Erythrocyte,8.73,19,96.94
CELL_76466,Neuron,54.46,24,80.24
CELL_75532,Neuron,30.24,46,73.01
CELL_59395,Leukocyte,18.49,30,66.57
CELL_75608,Stem Cell,81.15,28,79.38
CELL_48501,Myocyte,27.02,6,99.42
CELL_75139,Myocyte,27.94,18,56.51
CELL_88457,Neuron,14.5,40,53.86
CELL_17997,Fibroblast,94.5,35,77.46
CELL_10676,Fibroblast,81.73,44,87.99
CELL_89157,Stem Cell,62.42,47,92.85
CELL_94483,Myocyte,115.86,21,73.65
CELL_39793,Epithelial,57.98,42,76.46
CELL_34800,Erythrocyte,34.28,48,57.69
CELL_15265,Leukocyte,93.9,33,72.79
CELL_28060,Erythrocyte,57.65,48,73.78
CELL_63840,Fibroblast,86.01,38,61.61
CELL_18274,Myocyte,33.44,5,98.56
CELL_19451,Myocyte,88.92,17,88.63
CELL_34960,Neuron,29.81,37,68.65
CELL_40144,Fibroblast,15.64,13,71.99
