cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_40176,Erythrocyte,61.07,14,64.22
CELL_55320,Stem Cell,96.1,31,79.65
CELL_85272,Leukocyte,48.74,30,86.95
CELL_86614,Erythrocyte,49.54,37,92.7
CELL_16039,Epithelial,92.57,22,71.15
CELL_45777,Stem Cell,90.46,45,50.91
CELL_71263,Erythrocyte,96.9,40,71.88
CELL_81971,Leukocyte,110.56,20,89.84
CELL_50525,Myocyte,46.98,50,59.93
CELL_87168,Myocyte,43.7,6,54.37
CELL_51592,Erythrocyte,56.31,31,99.64
CELL_94194,Leukocyte,118.12,26,70.43
CELL_38600,Neuron,78.43,30,73.4
CELL_85260,Stem Cell,17.97,16,64.31
CELL_52519,Leukocyte,66.45,32,55.61
CELL_45702,Fibroblast,77.6,14,98.12
CELL_60271,Erythrocyte,94.15,11,84.51
CELL_67574,Fibroblast,62.39,37,58.59
CELL_70172,Myocyte,107.46,22,74.8
CELL_86089,Myocyte,17.1,19,62.97
CELL_72616,Fibroblast,94.19,25,82.84
CELL_11685,Fibroblast,12.02,18,69.52
CELL_81489,Myocyte,92.48,23,61.58
CELL_81833,Stem Cell,75.29,47,95.68
CELL_93878,Neuron,87.91,42,61.02
CELL_41918,Stem Cell,28.67,22,70.31
CELL_82674,Epithelial,52.63,22,56.61
CELL_31519,Neuron,62.37,28,96.52
CELL_14562,Neuron,20.09,23,73.44
CELL_18320,Neuron,53.14,29,52.96
CELL_85731,Stem Cell,109.52,7,53.97
CELL_56000,Myocyte,91.99,8,89.68
CELL_75319,Leukocyte,71.21,8,94.11
CELL_87763,Myocyte,89.9,45,83.27
CELL_59318,Myocyte,37.38,19,89.25
CELL_53970,Erythrocyte,47.02,23,68.09
CELL_40239,Leukocyte,42.27,48,73.97
CELL_32900,Epithelial,59.4,48,96.77
CELL_67025,Myocyte,37.29,6,58.18
CELL_10713,Erythrocyte,91.91,23,54.28
CELL_51733,Leukocyte,10.33,30,82.42
CELL_82774,Epithelial,108.7,32,59.05
CELL_53171,Epithelial,11.66,17,77.93
CELL_60224,Myocyte,47.45,40,54.15
CELL_89014,Myocyte,115.32,11,62.94
CELL_80066,Fibroblast,109.87,42,88.27
CELL_46428,Epithelial,73.79,31,69.66
CELL_95882,Neuron,7.41,32,84.38
CELL_57826,Fibroblast,106.21,40,55.55
CELL_19543,Epithelial,114.32,30,54.24
CELL_12574,Erythrocyte,108.11,44,73.53
CELL_20228,Erythrocyte,52.86,6,67.2
CELL_96319,Erythrocyte,62.8,9,88.24
CELL_67331,Erythrocyte,86.2,43,77.52
CELL_36463,Myocyte,84.68,21,73.01
CELL_33473,Erythrocyte,112.71,45,67.45
CELL_46803,Erythrocyte,50.11,15,65.35
CELL_66046,Epithelial,57.69,5,79.08
CELL_40018,Leukocyte,60.45,43,86.25
CELL_99616,Fibroblast,78.02,27,52.18
CELL_88042,Leukocyte,25.04,16,52.65
CELL_80987,Stem Cell,37.69,40,66.03
CELL_95974,Neuron,113.39,47,73.03
CELL_53589,Epithelial,28.32,13,62.02
CELL_42575,Myocyte,59.3,6,70.69
CELL_92823,Myocyte,86.15,43,74.0
CELL_27539,Leukocyte,57.4,13,98.17
CELL_24731,Epithelial,28.83,21,59.58
CELL_66353,Neuron,7.62,48,78.47
CELL_27424,Neuron,60.22,28,90.25
CELL_63753,Myocyte,86.22,20,50.16
CELL_83792,Erythrocyte,28.93,7,74.71
CELL_75276,Fibroblast,68.7,33,73.17
CELL_88153,Epithelial,67.88,9,97.14
CELL_73793,Erythrocyte,92.4,37,94.61
CELL_76922,Leukocyte,111.11,46,82.77
CELL_45561,Myocyte,44.21,25,69.93
CELL_59856,Myocyte,72.28,27,57.95
CELL_54462,Fibroblast,87.57,44,77.07
CELL_62422,Myocyte,6.11,27,55.0
CELL_67787,Epithelial,74.75,7,96.09
CELL_99921,Neuron,68.39,14,86.87
CELL_78332,Epithelial,79.13,13,77.22
CELL_67056,Myocyte,83.31,41,86.27
CELL_98986,Leukocyte,92.53,21,51.48
CELL_67527,Neuron,43.3,10,95.76
CELL_78834,Epithelial,22.6,39,77.38
CELL_72267,Myocyte,41.32,14,84.38
CELL_31462,Erythrocyte,56.93,37,72.45
CELL_35023,Fibroblast,82.68,24,54.36
CELL_24371,Fibroblast,115.05,46,73.76
CELL_67005,Neuron,75.91,29,93.6
CELL_10048,Leukocyte,118.56,26,73.76
CELL_51543,Stem Cell,15.75,24,84.42
CELL_33391,Erythrocyte,114.56,5,53.53
CELL_44329,Myocyte,39.26,13,63.05
CELL_56215,Stem Cell,94.36,39,87.12
CELL_51311,Erythrocyte,61.56,33,57.83
CELL_44862,Fibroblast,42.18,28,73.38
CELL_74774,Erythrocyte,24.14,27,62.51
CELL_77073,Epithelial,34.56,25,91.82
CELL_69161,Stem Cell,104.05,11,95.51
CELL_90065,Myocyte,57.09,47,74.36
CELL_53637,Stem Cell,84.42,35,96.25
CELL_75185,Leukocyte,49.19,9,99.01
CELL_54911,Leukocyte,69.25,15,80.65
CELL_32609,Myocyte,118.11,43,53.97
CELL_46120,Myocyte,79.81,31,93.27
CELL_43903,Stem Cell,53.94,33,92.78
CELL_22328,Erythrocyte,42.88,50,51.14
CELL_10924,Neuron,88.6,35,65.49
CELL_85050,Leukocyte,50.83,34,56.71
CELL_81845,Neuron,85.31,38,74.75
CELL_51881,Epithelial,44.14,35,83.28
CELL_74345,Myocyte,19.81,24,67.8
CELL_63685,Erythrocyte,67.36,49,72.46
CELL_71159,Erythrocyte,100.11,47,52.56
CELL_65686,Neuron,106.25,50,59.45
CELL_17385,Epithelial,36.48,36,55.87
CELL_53882,Neuron,34.71,16,91.64
CELL_11733,Fibroblast,79.56,25,78.16
CELL_91711,Erythrocyte,97.04,8,57.19
CELL_68260,Fibroblast,17.2,26,67.51
CELL_60965,Stem Cell,37.12,49,68.86
CELL_77115,Erythrocyte,26.39,28,69.3
CELL_61563,Erythrocyte,35.88,24,87.96
CELL_95586,Myocyte,56.21,38,86.83
CELL_43227,Leukocyte,58.23,38,74.38
CELL_80202,Epithelial,31.38,31,65.37
CELL_55382,Erythrocyte,51.71,47,87.64
CELL_30280,Myocyte,24.46,30,97.45
CELL_82216,Myocyte,21.97,46,51.22
CELL_86353,Stem Cell,80.24,36,98.57
CELL_17742,Erythrocyte,116.38,5,76.26
CELL_96634,Leukocyte,50.17,9,94.21
CELL_73231,Erythrocyte,56.2,48,72.25
CELL_78018,Erythrocyte,40.61,7,97.51
CELL_75535,Erythrocyte,40.28,34,62.92
CELL_97158,Myocyte,11.35,39,56.04
CELL_15964,Fibroblast,19.12,30,94.67
CELL_35224,Stem Cell,47.2,40,90.93
