cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_28608,Fibroblast,8.68,22,98.49
CELL_85235,Leukocyte,88.06,47,61.36
CELL_79723,Fibroblast,41.12,5,74.46
CELL_34152,Fibroblast,63.29,40,72.02
CELL_84425,Epithelial,70.84,47,54.14
CELL_71418,Erythrocyte,89.33,14,50.27
CELL_14272,Erythrocyte,89.43,34,63.07
CELL_16791,Leukocyte,8.8,15,96.25
CELL_77166,Leukocyte,7.92,24,58.49
CELL_91540,Stem Cell,99.72,16,78.44
CELL_77609,Epithelial,39.62,46,63.91
CELL_32159,Erythrocyte,32.61,31,96.03
CELL_87888,Leukocyte,19.09,36,96.67
CELL_90182,Erythrocyte,94.26,37,73.44
CELL_38400,Stem Cell,19.86,16,79.31
CELL_51000,Neuron,105.29,16,65.01
CELL_10362,Leukocyte,74.24,32,63.28
CELL_36883,Fibroblast,71.72,6,78.39
CELL_28928,Fibroblast,14.18,48,99.39
CELL_18859,Stem Cell,113.66,31,82.83
CELL_46166,Epithelial,67.0,35,99.56
CELL_44464,Neuron,77.7,47,80.56
CELL_49949,Myocyte,41.58,12,95.48
CELL_59236,Erythrocyte,44.88,32,54.71
CELL_45670,Leukocyte,91.68,45,61.94
CELL_77109,Leukocyte,110.06,26,68.78
CELL_76068,Erythrocyte,11.1,8,88.21
CELL_76563,Stem Cell,85.72,23,87.21
CELL_59710,Stem Cell,8.55,43,89.5
CELL_35866,Myocyte,79.66,22,99.68
CELL_17051,Myocyte,21.97,23,71.37
CELL_42482,Stem Cell,56.54,14,87.98
CELL_66736,Erythrocyte,56.19,24,89.92
CELL_60063,Epithelial,114.97,19,66.33
CELL_64204,Myocyte,89.41,26,94.29
CELL_37364,Stem Cell,50.74,39,69.77
CELL_75622,Neuron,96.86,42,77.73
CELL_38284,Stem Cell,22.99,49,52.66
CELL_15130,Leukocyte,48.72,14,89.39
CELL_79097,Leukocyte,52.96,25,74.94
CELL_95395,Erythrocyte,77.3,49,79.71
CELL_28094,Neuron,110.88,7,74.95
CELL_63487,Neuron,84.18,15,57.46
CELL_39328,Myocyte,109.16,26,73.07
CELL_87159,Stem Cell,9.75,34,79.02
CELL_75913,Leukocyte,31.13,34,73.13
CELL_25245,Stem Cell,9.56,38,93.37
CELL_70626,Myocyte,68.57,47,51.79
CELL_76909,Erythrocyte,55.99,20,59.52
CELL_71655,Fibroblast,70.16,20,64.9
CELL_42393,Leukocyte,92.91,39,62.61
CELL_39175,Epithelial,73.81,44,98.67
CELL_54293,Neuron,30.3,14,57.34
CELL_23688,Leukocyte,112.85,42,79.06
CELL_64517,Epithelial,8.83,37,79.64
CELL_19640,Myocyte,61.25,50,65.59
CELL_82756,Epithelial,67.05,13,85.91
CELL_92650,Leukocyte,29.93,45,62.0
CELL_66998,Epithelial,96.45,16,91.48
CELL_42369,Neuron,100.14,31,87.71
CELL_68209,Erythrocyte,82.6,9,62.29
CELL_65129,Erythrocyte,59.46,14,63.86
CELL_71600,Neuron,118.2,13,83.87
CELL_31197,Epithelial,97.01,16,59.6
CELL_32467,Neuron,106.34,20,89.72
CELL_34660,Fibroblast,117.22,5,58.49
CELL_97423,Leukocyte,76.45,21,51.76
CELL_23026,Stem Cell,22.37,9,85.49
CELL_86490,Leukocyte,16.57,29,56.41
CELL_35761,Myocyte,38.23,9,96.69
CELL_59880,Myocyte,13.83,14,64.04
CELL_70190,Neuron,115.85,32,88.15
CELL_54721,Leukocyte,96.75,32,87.97
CELL_85383,Myocyte,72.7,31,54.1
CELL_87265,Leukocyte,12.79,43,74.92
CELL_66768,Epithelial,41.01,36,50.04
CELL_67179,Stem Cell,103.82,14,92.43
CELL_16535,Epithelial,34.03,33,56.48
CELL_22005,Neuron,38.9,39,68.05
CELL_16006,Leukocyte,103.73,11,79.33
CELL_75927,Myocyte,77.98,26,85.83
CELL_73289,Stem Cell,111.92,43,60.42
CELL_99849,Stem Cell,15.08,23,92.65
CELL_37394,Epithelial,62.5,29,94.35
CELL_46416,Stem Cell,51.03,28,93.84
CELL_30664,Stem Cell,62.59,24,56.36
CELL_51183,Leukocyte,37.35,23,56.78
CELL_41704,Fibroblast,19.43,21,91.11
CELL_52872,Epithelial,28.11,11,70.18
CELL_69210,Neuron,60.95,32,81.69
CELL_23618,Neuron,53.54,31,91.41
CELL_57803,Epithelial,118.1,5,92.29
CELL_59455,Stem Cell,92.5,49,67.0
CELL_95054,Leukocyte,91.08,10,64.27
CELL_63395,Leukocyte,97.98,50,94.03
CELL_96846,Erythrocyte,52.03,45,61.83
CELL_93698,Stem Cell,87.15,8,99.04
CELL_52267,Stem Cell,107.25,9,63.74
CELL_41057,Epithelial,84.21,38,75.1
CELL_80204,Fibroblast,72.24,21,55.26
CELL_36246,Leukocyte,38.58,10,81.07
CELL_57127,Leukocyte,118.84,19,96.28
CELL_58516,Stem Cell,54.21,27,84.62
CELL_59654,Fibroblast,63.52,48,97.87
CELL_79290,Myocyte,88.99,13,63.3
CELL_63905,Leukocyte,48.86,17,92.95
CELL_87594,Epithelial,51.71,28,96.75
CELL_21488,Erythrocyte,37.91,28,67.09
CELL_98976,Fibroblast,67.58,41,71.62
CELL_79331,Erythrocyte,78.99,16,62.84
CELL_21740,Neuron,88.2,6,72.88
CELL_56470,Epithelial,115.7,28,90.25
CELL_97051,Stem Cell,38.75,15,71.05
CELL_55316,Leukocyte,11.23,11,86.91
CELL_50780,Stem Cell,16.2,33,97.73
CELL_10172,Fibroblast,25.97,41,74.56
CELL_20962,Erythrocyte,112.07,50,97.94
CELL_70326,Epithelial,16.63,12,73.75
CELL_41574,Fibroblast,119.39,36,99.31
CELL_15989,Stem Cell,95.81,35,51.62
CELL_94050,Neuron,54.93,29,58.79
CELL_36711,Erythrocyte,9.38,49,99.19
CELL_45936,Neuron,48.51,13,52.72
CELL_24741,Erythrocyte,12.4,28,84.49
CELL_56640,Neuron,56.56,46,60.24
CELL_39280,Myocyte,119.77,48,55.11
CELL_58362,Erythrocyte,21.24,37,58.11
CELL_70382,Stem Cell,9.52,12,50.21
CELL_21992,Epithelial,80.31,5,82.83
CELL_40935,Epithelial,9.28,24,63.47
CELL_99483,Stem Cell,59.51,13,93.33
CELL_48336,Neuron,80.44,18,90.39
CELL_57881,Fibroblast,53.13,37,78.5
CELL_83481,Erythrocyte,53.48,19,76.62
CELL_31561,Neuron,29.67,12,60.35
CELL_32072,Leukocyte,37.88,19,94.44
CELL_82838,Epithelial,43.86,6,73.08
CELL_67855,Leukocyte,79.87,27,77.46
CELL_46128,Epithelial,37.51,37,97.43
CELL_83372,Erythrocyte,16.38,48,99.41
CELL_59881,Leukocyte,99.59,24,83.52
CELL_64684,Myocyte,16.73,34,63.9
CELL_21423,Leukocyte,40.17,44,62.04
CELL_21197,Stem Cell,100.34,48,73.42
CELL_11291,Stem Cell,102.21,9,81.33
CELL_35986,Neuron,86.61,15,77.56
CELL_45902,Leukocyte,40.33,38,75.05
CELL_17811,Neuron,6.89,7,78.54
CELL_32729,Neuron,102.61,20,80.43
CELL_24737,Erythrocyte,81.84,32,82.27
CELL_17906,Neuron,35.61,34,61.16
CELL_60495,Stem Cell,12.79,11,63.8
CELL_52829,Neuron,81.85,16,67.49
CELL_60765,Leukocyte,88.61,49,52.56
CELL_89710,Neuron,14.97,39,85.56
CELL_47087,Erythrocyte,80.7,30,74.11
CELL_37473,Myocyte,75.64,34,69.21
CELL_89373,Epithelial,20.85,36,90.28
CELL_21325,Neuron,36.54,43,75.33
CELL_74172,Stem Cell,75.85,35,98.58
CELL_91498,Erythrocyte,74.72,43,55.97
CELL_79474,Erythrocyte,85.72,16,83.16
CELL_98992,Epithelial,116.73,8,90.89
CELL_68571,Erythrocyte,98.41,19,59.71
CELL_12685,Stem Cell,34.25,37,59.85
CELL_16371,Leukocyte,109.68,22,64.16
CELL_15887,Myocyte,59.71,16,79.44
CELL_50331,Stem Cell,19.16,28,85.55
CELL_45463,Myocyte,7.4,8,99.68
CELL_67384,Stem Cell,31.06,25,80.16
CELL_11096,Epithelial,17.55,37,70.21
CELL_86612,Erythrocyte,59.41,46,51.57
CELL_20313,Neuron,103.35,8,53.35
CELL_52928,Leukocyte,53.69,49,97.66
CELL_76137,Myocyte,110.16,43,76.2
CELL_71597,Myocyte,24.73,26,94.6
CELL_20257,Myocyte,22.14,41,56.78
CELL_47374,Leukocyte,32.08,43,97.77
CELL_98651,Epithelial,92.31,29,52.28
CELL_44158,Neuron,5.71,15,68.4
CELL_74986,Epithelial,40.16,32,62.26
CELL_19794,Neuron,17.83,17,77.22
CELL_78044,Stem Cell,47.78,29,68.97
CELL_53616,Myocyte,15.31,45,57.31
CELL_91541,Stem Cell,62.79,29,67.2
CELL_59591,Leukocyte,83.58,45,62.74
CELL_26497,Stem Cell,102.6,22,68.71
CELL_38028,Stem Cell,13.21,12,68.97
CELL_35908,Neuron,85.19,27,71.64
