cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_86801,Myocyte,66.24,20,58.11
CELL_45583,Leukocyte,26.4,8,90.55
CELL_92744,Myocyte,108.31,42,75.11
CELL_57090,Fibroblast,64.36,38,68.48
CELL_74364,Fibroblast,40.29,40,72.84
CELL_26054,Stem Cell,56.6,42,89.6
CELL_33721,Stem Cell,54.08,27,66.71
CELL_69184,Neuron,44.47,47,74.66
CELL_47623,Stem Cell,110.08,18,51.68
CELL_34773,Leukocyte,19.74,38,68.55
CELL_70783,Stem Cell,102.08,11,80.6
CELL_56970,Myocyte,98.92,42,82.11
CELL_12516,Neuron,17.04,38,66.32
CELL_34579,Epithelial,118.97,42,52.45
CELL_29535,Erythrocyte,100.18,49,51.75
CELL_69060,Neuron,23.09,17,61.53
CELL_22382,Epithelial,37.85,16,82.2
CELL_98430,Erythrocyte,31.04,8,50.04
CELL_99561,Epithelial,108.3,20,74.4
CELL_32443,Epithelial,94.2,24,81.7
CELL_20310,Myocyte,61.9,35,90.59
CELL_70478,Fibroblast,50.6,31,71.25
CELL_96778,Stem Cell,109.58,42,63.91
CELL_58534,Epithelial,75.89,16,98.7
CELL_60145,Neuron,102.74,24,86.95
CELL_80745,Erythrocyte,71.77,20,97.49
CELL_21953,Fibroblast,54.18,10,96.96
CELL_56652,Neuron,61.9,10,63.36
CELL_66434,Myocyte,38.53,16,98.15
CELL_66858,Neuron,87.28,44,64.84
CELL_87214,Leukocyte,51.74,20,64.69
CELL_69089,Fibroblast,40.23,35,89.5
CELL_38510,Fibroblast,6.26,17,84.58
CELL_43197,Fibroblast,88.58,16,87.79
CELL_50943,Epithelial,7.3,26,62.63
CELL_81464,Epithelial,73.21,19,68.13
CELL_41458,Epithelial,93.52,21,88.98
CELL_63432,Epithelial,117.15,15,96.83
CELL_48065,Neuron,18.28,25,69.9
CELL_89549,Leukocyte,38.73,38,81.08
CELL_58139,Erythrocyte,83.75,6,63.25
CELL_50124,Stem Cell,73.01,21,57.3
CELL_17295,Fibroblast,10.12,46,83.11
CELL_77807,Epithelial,60.79,34,68.4
CELL_51774,Neuron,40.54,27,87.33
CELL_63644,Fibroblast,65.04,18,83.32
CELL_63533,Epithelial,92.56,17,59.19
CELL_70324,Epithelial,109.26,49,63.91
CELL_52626,Myocyte,93.28,49,99.01
CELL_18182,Stem Cell,75.31,23,84.54
CELL_48569,Fibroblast,80.65,9,68.68
CELL_74526,Epithelial,98.16,12,82.48
CELL_64084,Fibroblast,21.51,41,90.34
CELL_81639,Neuron,110.88,7,96.19
CELL_53973,Neuron,12.05,7,95.41
CELL_47459,Erythrocyte,108.87,18,65.04
CELL_54595,Neuron,72.2,44,76.9
CELL_39512,Neuron,95.65,23,51.02
CELL_38553,Neuron,5.76,9,60.62
CELL_51965,Stem Cell,74.53,36,92.9
CELL_23779,Neuron,66.35,7,99.81
CELL_61339,Erythrocyte,114.22,5,85.29
CELL_30732,Neuron,117.62,22,98.58
CELL_49577,Leukocyte,74.3,31,53.65
CELL_46691,Fibroblast,78.69,30,91.02
CELL_18886,Fibroblast,12.48,27,85.41
CELL_46676,Fibroblast,68.82,16,69.14
CELL_30979,Erythrocyte,80.72,20,82.03
CELL_20855,Erythrocyte,72.45,20,90.69
CELL_55256,Myocyte,13.62,23,90.27
CELL_39322,Neuron,40.72,48,54.84
CELL_54071,Myocyte,90.61,41,89.69
CELL_52706,Stem Cell,90.01,34,96.91
CELL_45957,Stem Cell,50.36,36,91.57
CELL_56112,Erythrocyte,91.81,5,64.2
CELL_21825,Myocyte,53.56,17,51.92
CELL_14493,Neuron,92.1,29,80.47
CELL_18897,Erythrocyte,39.73,11,55.23
CELL_55361,Erythrocyte,112.3,33,69.66
CELL_49700,Myocyte,95.79,26,93.02
CELL_77374,Epithelial,75.43,30,83.57
CELL_32770,Stem Cell,79.07,18,92.62
CELL_97589,Leukocyte,14.08,36,76.74
CELL_67189,Erythrocyte,48.7,30,63.83
CELL_40723,Fibroblast,19.21,8,63.01
CELL_48338,Erythrocyte,57.33,49,95.32
CELL_95913,Erythrocyte,29.73,28,57.58
CELL_85353,Myocyte,25.09,6,74.33
CELL_41523,Epithelial,60.8,50,56.93
CELL_60613,Neuron,85.32,26,83.43
CELL_55111,Epithelial,116.88,22,62.58
CELL_25302,Epithelial,12.74,26,67.44
CELL_12275,Stem Cell,82.08,13,96.16
CELL_77968,Neuron,61.79,10,51.64
CELL_66050,Epithelial,24.58,24,54.98
CELL_46221,Myocyte,73.71,43,87.9
CELL_55083,Neuron,69.25,12,59.62
CELL_13157,Leukocyte,14.77,36,55.83
CELL_66778,Erythrocyte,10.12,41,58.97
CELL_83258,Fibroblast,95.93,28,77.49
CELL_30107,Neuron,108.15,20,53.05
CELL_67651,Stem Cell,51.78,5,85.48
CELL_59530,Epithelial,107.01,48,76.08
CELL_53816,Neuron,48.65,23,52.97
CELL_21578,Myocyte,12.85,33,83.92
CELL_22970,Fibroblast,79.81,18,77.84
CELL_69521,Stem Cell,19.24,13,63.68
CELL_16497,Neuron,56.55,6,92.92
CELL_77283,Myocyte,97.66,49,61.27
CELL_14246,Neuron,97.67,17,65.27
CELL_52107,Erythrocyte,51.93,13,92.94
CELL_93388,Neuron,47.05,49,86.4
CELL_81376,Myocyte,42.17,28,94.44
CELL_50561,Neuron,9.98,34,58.82
CELL_78322,Stem Cell,83.01,38,99.24
CELL_44002,Myocyte,78.14,33,53.05
CELL_86477,Neuron,110.72,35,97.43
CELL_21230,Erythrocyte,58.04,23,54.41
CELL_98550,Myocyte,14.31,30,78.47
CELL_75970,Fibroblast,41.57,43,83.02
CELL_54057,Fibroblast,90.87,34,96.79
CELL_11499,Myocyte,94.98,31,82.64
CELL_55307,Neuron,117.68,5,54.61
CELL_88967,Fibroblast,78.56,50,74.64
CELL_30795,Epithelial,24.3,42,74.99
CELL_30781,Fibroblast,8.13,48,54.85
