cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_24333,Leukocyte,50.84,18,55.06
CELL_38935,Myocyte,22.94,14,98.49
CELL_63563,Neuron,24.29,19,93.21
CELL_96016,Stem Cell,98.59,39,75.23
CELL_91283,Leukocyte,93.44,31,54.04
CELL_14963,Myocyte,106.98,27,56.4
CELL_15801,Erythrocyte,105.55,6,59.98
CELL_44168,Fibroblast,75.65,11,85.67
CELL_32051,Myocyte,107.91,48,55.74
CELL_93082,Fibroblast,82.63,6,78.9
CELL_84741,Epithelial,52.39,20,64.57
CELL_58748,Myocyte,114.37,15,73.69
CELL_92533,Fibroblast,23.56,27,56.49
CELL_25591,Erythrocyte,85.65,14,86.47
CELL_69743,Myocyte,35.75,45,86.29
CELL_65931,Epithelial,100.36,33,97.84
CELL_52413,Fibroblast,78.85,17,74.26
CELL_19968,Epithelial,62.09,45,90.64
CELL_62261,Leukocyte,100.98,30,94.53
CELL_21499,Erythrocyte,118.17,17,92.36
CELL_93591,Myocyte,94.96,18,94.08
CELL_22826,Leukocyte,82.94,46,84.11
CELL_91314,Neuron,34.89,48,84.41
CELL_28520,Myocyte,53.44,18,75.55
CELL_42506,Myocyte,27.93,38,53.46
CELL_35290,Erythrocyte,17.27,37,74.68
CELL_92303,Myocyte,7.98,27,54.3
CELL_58021,Stem Cell,68.24,47,50.17
CELL_81963,Stem Cell,87.58,28,94.3
CELL_92402,Stem Cell,114.09,19,78.78
CELL_44051,Fibroblast,100.55,18,76.75
CELL_23980,Neuron,78.44,46,71.1
CELL_73463,Erythrocyte,13.75,35,90.29
CELL_71518,Erythrocyte,60.45,19,86.59
CELL_94866,Neuron,111.34,14,76.01
CELL_83297,Neuron,20.2,36,62.76
CELL_82231,Leukocyte,101.66,34,68.57
CELL_58607,Myocyte,107.37,10,60.45
CELL_87957,Erythrocyte,104.98,25,89.67
CELL_89327,Myocyte,40.49,7,87.82
CELL_83720,Leukocyte,114.51,40,94.67
CELL_18022,Fibroblast,99.91,13,96.7
CELL_90067,Neuron,55.8,42,99.56
CELL_44076,Myocyte,5.21,47,52.39
CELL_78085,Fibroblast,50.33,35,81.94
CELL_87479,Neuron,44.82,9,87.29
CELL_32796,Neuron,50.41,25,50.31
CELL_19954,Leukocyte,85.23,46,74.8
CELL_47355,Erythrocyte,74.65,13,51.09
CELL_81409,Stem Cell,5.71,46,54.79
CELL_85346,Erythrocyte,51.29,14,65.44
CELL_12787,Leukocyte,29.29,21,53.59
CELL_20569,Stem Cell,19.34,21,80.13
CELL_31726,Leukocyte,20.74,25,74.06
CELL_32952,Myocyte,77.43,12,62.73
CELL_11208,Neuron,68.56,7,93.45
CELL_45256,Neuron,88.21,9,68.25
CELL_44119,Myocyte,36.89,26,85.84
CELL_39350,Neuron,117.71,22,96.15
CELL_26382,Stem Cell,38.54,42,95.51
CELL_27770,Fibroblast,98.52,28,72.44
CELL_83196,Leukocyte,10.94,33,70.05
CELL_49325,Stem Cell,111.59,30,50.36
CELL_27945,Stem Cell,76.68,41,95.8
CELL_10257,Stem Cell,84.62,10,95.55
CELL_92986,Leukocyte,14.93,39,74.1
CELL_41066,Fibroblast,119.36,36,59.21
CELL_21365,Neuron,96.56,30,51.37
CELL_28031,Epithelial,44.88,23,93.1
CELL_21336,Myocyte,55.75,7,71.36
CELL_32133,Fibroblast,91.77,17,64.26
