cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_96059,Neuron,21.45,23,56.42
CELL_62389,Myocyte,30.3,37,99.2
CELL_36158,Stem Cell,90.38,36,57.4
CELL_53231,Neuron,73.89,5,82.2
CELL_86205,Fibroblast,85.04,46,77.65
CELL_34278,Fibroblast,30.6,25,67.5
CELL_18247,Stem Cell,77.66,17,78.79
CELL_40951,Neuron,24.72,41,57.9
CELL_72075,Neuron,37.02,37,63.49
CELL_82773,Leukocyte,43.41,19,68.9
CELL_15218,Erythrocyte,118.47,5,99.91
CELL_70433,Leukocyte,13.3,27,66.42
CELL_91505,Stem Cell,91.08,20,73.37
CELL_93907,Fibroblast,42.57,44,79.59
CELL_41991,Fibroblast,15.19,14,86.58
CELL_80478,Leukocyte,101.2,48,86.43
CELL_47823,Myocyte,99.71,43,99.98
CELL_94845,Neuron,90.45,48,65.98
CELL_41300,Epithelial,49.22,34,69.45
CELL_61515,Erythrocyte,41.86,22,66.21
CELL_98589,Myocyte,39.17,43,89.55
CELL_98386,Epithelial,117.6,32,97.87
CELL_66699,Neuron,114.4,27,64.64
CELL_23794,Neuron,91.69,43,51.52
CELL_65529,Neuron,40.13,15,80.46
CELL_90575,Leukocyte,7.67,41,92.49
CELL_27750,Erythrocyte,59.75,8,82.38
CELL_94578,Neuron,7.2,27,62.16
CELL_40812,Leukocyte,38.16,20,98.54
CELL_47888,Neuron,64.0,34,99.93
CELL_51343,Fibroblast,61.3,49,62.32
CELL_96112,Stem Cell,29.83,40,93.34
CELL_90449,Erythrocyte,63.15,46,62.19
CELL_83868,Myocyte,25.78,35,85.7
CELL_26791,Stem Cell,26.07,48,71.8
CELL_72755,Fibroblast,113.65,30,53.58
CELL_66099,Neuron,17.52,15,92.03
CELL_87207,Erythrocyte,17.89,42,90.88
CELL_15801,Stem Cell,50.87,11,95.68
CELL_92875,Leukocyte,95.65,32,53.33
CELL_65959,Myocyte,95.81,45,81.49
CELL_35768,Myocyte,62.03,25,83.99
CELL_49207,Myocyte,81.12,36,96.77
CELL_86851,Leukocyte,49.03,28,69.92
CELL_11825,Fibroblast,45.1,23,51.22
CELL_80376,Epithelial,59.18,7,88.99
CELL_56967,Myocyte,84.65,35,76.88
CELL_24789,Neuron,82.27,18,80.36
CELL_77905,Stem Cell,50.42,45,83.83
CELL_27233,Myocyte,13.92,7,98.23
CELL_18942,Fibroblast,87.92,20,81.41
CELL_21496,Erythrocyte,71.92,22,67.02
CELL_59290,Erythrocyte,52.43,48,50.04
CELL_64481,Myocyte,66.41,11,73.84
CELL_84007,Stem Cell,44.91,9,75.07
CELL_14501,Neuron,90.09,16,86.6
CELL_47872,Epithelial,115.49,33,65.54
CELL_99077,Neuron,38.13,33,83.52
CELL_66887,Neuron,13.23,21,79.99
CELL_34748,Neuron,69.1,47,79.75
CELL_49340,Fibroblast,40.41,22,81.85
CELL_20987,Myocyte,115.23,12,86.71
CELL_89100,Stem Cell,9.06,21,72.41
CELL_81630,Erythrocyte,103.41,27,61.29
CELL_13088,Erythrocyte,5.8,30,82.43
CELL_17980,Erythrocyte,10.89,35,71.61
CELL_44615,Leukocyte,67.72,20,85.53
CELL_24875,Neuron,105.46,50,99.07
CELL_36672,Erythrocyte,6.19,19,97.95
CELL_40935,Stem Cell,106.97,5,63.78
CELL_35999,Neuron,70.74,43,85.6
CELL_89070,Stem Cell,53.27,8,88.48
CELL_35319,Neuron,87.57,23,69.68
CELL_82204,Epithelial,57.88,13,91.8
CELL_62503,Fibroblast,96.85,46,65.88
CELL_20279,Leukocyte,54.74,22,72.49
CELL_39562,Stem Cell,73.17,19,84.46
CELL_81757,Erythrocyte,34.34,40,80.71
CELL_13192,Leukocyte,37.26,32,66.98
CELL_90066,Stem Cell,72.88,48,85.23
CELL_97697,Epithelial,28.3,35,83.11
CELL_88142,Epithelial,34.81,15,70.97
CELL_44391,Leukocyte,72.36,10,61.92
CELL_19007,Leukocyte,22.82,8,61.01
CELL_94923,Leukocyte,13.21,28,87.97
CELL_49598,Leukocyte,87.67,24,76.02
CELL_93513,Epithelial,41.43,35,94.98
CELL_47991,Stem Cell,88.36,34,97.31
CELL_83815,Neuron,34.26,30,86.51
CELL_99236,Neuron,18.04,49,86.72
CELL_21972,Erythrocyte,98.56,11,92.71
CELL_71163,Myocyte,51.95,38,85.72
CELL_29647,Leukocyte,6.36,21,91.44
CELL_79088,Erythrocyte,46.5,32,82.34
CELL_83090,Neuron,41.58,36,70.69
CELL_14646,Neuron,75.96,47,97.17
CELL_51120,Stem Cell,102.94,21,76.42
CELL_54017,Neuron,48.43,24,81.25
CELL_79296,Neuron,72.81,41,96.76
CELL_23614,Neuron,52.02,32,68.72
CELL_67530,Myocyte,32.16,35,66.22
CELL_71992,Epithelial,51.54,21,62.56
CELL_49899,Stem Cell,69.92,31,91.38
CELL_16480,Epithelial,8.61,21,91.84
CELL_67668,Myocyte,36.91,24,85.85
CELL_23835,Leukocyte,31.88,33,52.63
CELL_54033,Leukocyte,42.05,38,88.54
CELL_36187,Myocyte,43.99,5,95.48
CELL_28933,Epithelial,15.69,32,77.12
CELL_71769,Myocyte,89.7,19,50.41
CELL_89251,Epithelial,27.45,30,78.67
CELL_53257,Erythrocyte,8.12,12,89.62
CELL_64292,Myocyte,11.56,50,58.95
CELL_53596,Neuron,45.76,27,80.03
CELL_88492,Leukocyte,111.39,11,72.17
CELL_95465,Myocyte,8.46,20,64.54
CELL_71129,Fibroblast,10.73,40,50.29
CELL_81241,Fibroblast,33.15,21,75.26
CELL_27545,Myocyte,71.0,26,84.89
CELL_73263,Neuron,11.83,22,83.4
CELL_60823,Neuron,81.3,24,58.54
CELL_98840,Leukocyte,24.36,40,63.01
CELL_39014,Epithelial,7.21,22,51.61
CELL_59503,Neuron,53.44,29,56.89
CELL_87761,Neuron,42.7,50,84.96
CELL_10218,Fibroblast,82.31,24,98.44
CELL_43490,Erythrocyte,63.97,44,57.24
CELL_62568,Myocyte,20.1,21,58.46
CELL_95133,Neuron,108.79,17,64.56
CELL_35919,Fibroblast,8.06,36,78.58
CELL_55995,Neuron,33.51,24,55.53
CELL_25638,Fibroblast,71.83,14,59.46
CELL_91434,Epithelial,38.29,10,90.83
CELL_86590,Myocyte,58.61,5,57.93
CELL_10489,Myocyte,119.2,42,96.21
CELL_22750,Stem Cell,63.61,42,69.14
CELL_23580,Neuron,28.61,47,89.12
CELL_15773,Leukocyte,32.27,26,94.21
CELL_92018,Fibroblast,14.98,28,88.25
CELL_21590,Myocyte,86.76,16,52.42
CELL_70709,Stem Cell,19.63,20,81.1
CELL_43355,Stem Cell,105.86,21,62.46
CELL_80071,Fibroblast,79.03,8,70.9
CELL_15370,Fibroblast,47.81,46,87.72
CELL_69004,Myocyte,57.24,23,80.43
CELL_47977,Erythrocyte,25.94,38,99.43
CELL_22041,Leukocyte,36.32,41,93.49
CELL_17040,Neuron,113.91,17,59.12
CELL_41115,Stem Cell,51.54,31,59.03
CELL_49103,Myocyte,46.85,31,54.69
CELL_81981,Stem Cell,75.88,36,51.45
CELL_34047,Erythrocyte,47.13,29,68.48
CELL_65383,Leukocyte,91.36,16,74.05
CELL_22969,Epithelial,79.6,28,77.73
CELL_11011,Neuron,89.92,29,67.77
CELL_82475,Fibroblast,32.75,14,99.69
CELL_55546,Leukocyte,25.17,36,81.76
CELL_87040,Epithelial,66.44,42,52.03
CELL_29579,Erythrocyte,28.69,46,97.58
CELL_59913,Myocyte,113.83,35,97.52
CELL_34051,Fibroblast,51.56,21,88.78
CELL_78905,Stem Cell,66.57,10,86.87
CELL_80788,Fibroblast,90.43,26,65.91
CELL_65690,Leukocyte,18.35,7,75.98
CELL_50973,Epithelial,64.16,9,94.56
CELL_57801,Fibroblast,90.76,22,83.64
CELL_87114,Stem Cell,42.55,37,63.12
CELL_67249,Erythrocyte,20.44,41,66.72
CELL_31509,Leukocyte,40.27,17,87.96
CELL_43241,Fibroblast,62.23,47,72.85
CELL_60856,Stem Cell,41.34,12,55.37
CELL_60508,Erythrocyte,53.59,48,93.08
CELL_94954,Myocyte,17.46,22,99.56
CELL_24696,Leukocyte,75.94,48,54.29
CELL_35922,Epithelial,21.76,41,54.76
CELL_20820,Fibroblast,112.18,21,63.72
CELL_23162,Neuron,103.58,8,85.91
CELL_52609,Erythrocyte,108.11,36,87.58
CELL_71389,Epithelial,64.39,24,76.58
CELL_90433,Leukocyte,18.41,45,95.67
CELL_54123,Fibroblast,89.93,19,81.9
CELL_83086,Stem Cell,20.35,37,81.72
CELL_40070,Fibroblast,67.49,45,71.8
CELL_99890,Leukocyte,43.87,12,56.2
CELL_80920,Epithelial,77.27,35,88.89
CELL_16418,Fibroblast,118.79,49,85.68
CELL_43658,Erythrocyte,24.24,45,77.01
CELL_33027,Erythrocyte,36.65,16,87.66
CELL_65274,Neuron,101.0,31,74.95
CELL_17926,Neuron,99.42,44,93.1
CELL_60626,Myocyte,51.2,33,51.61
CELL_60110,Stem Cell,93.41,25,51.07
CELL_57005,Epithelial,100.74,43,59.33
CELL_52248,Neuron,57.82,37,52.15
CELL_84093,Fibroblast,19.27,20,61.66
CELL_76065,Fibroblast,61.15,5,89.81
CELL_71147,Epithelial,41.47,43,57.09
CELL_33237,Erythrocyte,102.88,21,96.44
CELL_27251,Myocyte,88.43,14,78.37
CELL_17115,Leukocyte,111.36,37,80.53
CELL_83240,Fibroblast,66.36,14,69.82
CELL_66851,Epithelial,51.29,13,59.09
CELL_19460,Epithelial,107.74,7,75.24
CELL_18108,Epithelial,96.0,50,76.07
CELL_49167,Erythrocyte,87.76,35,96.42
CELL_64633,Stem Cell,13.74,22,96.6
CELL_97367,Myocyte,64.19,28,89.0
CELL_67183,Leukocyte,40.45,8,74.79
CELL_11008,Erythrocyte,77.62,36,75.06
CELL_30518,Stem Cell,23.69,42,65.82
CELL_82626,Myocyte,27.92,25,69.68
CELL_49583,Fibroblast,20.26,49,89.87
CELL_67705,Myocyte,75.16,22,63.14
CELL_12490,Leukocyte,41.98,48,95.99
CELL_33929,Leukocyte,25.91,23,62.0
CELL_29964,Fibroblast,57.16,26,94.61
CELL_66498,Erythrocyte,50.47,40,83.46
