cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_74560,Stem Cell,72.11,49,63.43
CELL_25309,Erythrocyte,36.7,14,58.16
CELL_94403,Myocyte,105.37,30,51.61
CELL_15092,Epithelial,40.66,20,60.82
CELL_36247,Fibroblast,8.19,35,74.88
CELL_21320,Stem Cell,93.96,49,61.04
CELL_27822,Fibroblast,80.55,25,57.54
CELL_91850,Neuron,5.56,37,59.9
CELL_48149,Myocyte,23.34,10,81.01
CELL_61933,Stem Cell,118.17,44,51.6
CELL_64887,Leukocyte,27.56,12,67.58
CELL_65377,Neuron,14.22,9,99.96
CELL_23320,Leukocyte,78.3,32,98.45
CELL_45991,Leukocyte,22.73,28,72.37
CELL_24281,Neuron,81.28,28,80.52
CELL_69783,Leukocyte,48.58,48,59.52
CELL_37221,Neuron,79.45,47,87.28
CELL_37768,Myocyte,70.23,17,73.2
CELL_82173,Myocyte,77.72,33,61.54
CELL_29324,Erythrocyte,6.06,12,98.32
CELL_11474,Leukocyte,111.67,7,69.48
CELL_84640,Myocyte,46.0,32,51.94
CELL_81528,Myocyte,12.1,12,65.56
CELL_11561,Fibroblast,115.71,19,54.64
CELL_19283,Neuron,43.29,33,89.81
CELL_78245,Epithelial,114.22,28,92.88
CELL_26371,Neuron,110.74,25,86.46
CELL_85819,Leukocyte,54.75,45,99.56
CELL_83272,Leukocyte,90.06,49,69.48
CELL_24806,Leukocyte,45.06,27,75.99
CELL_50516,Myocyte,64.9,37,95.4
CELL_77345,Stem Cell,104.74,32,73.98
CELL_77879,Fibroblast,47.43,25,95.57
CELL_28025,Epithelial,102.6,35,91.36
CELL_70260,Erythrocyte,59.33,40,83.07
CELL_70073,Stem Cell,41.94,14,64.97
CELL_99251,Myocyte,77.44,31,88.94
CELL_91343,Epithelial,13.62,12,78.37
CELL_17133,Epithelial,20.94,17,73.84
CELL_51718,Leukocyte,85.7,49,65.07
CELL_30852,Erythrocyte,55.38,39,98.35
CELL_83679,Stem Cell,97.99,23,96.68
CELL_43143,Erythrocyte,22.8,40,64.48
CELL_74231,Stem Cell,57.22,29,58.52
CELL_61008,Neuron,63.79,12,55.87
CELL_77145,Fibroblast,60.13,38,96.29
CELL_27069,Fibroblast,32.49,34,98.1
CELL_83713,Epithelial,38.71,28,91.19
CELL_92376,Neuron,6.92,34,77.66
CELL_69352,Neuron,82.08,43,73.65
CELL_69825,Epithelial,56.57,38,83.33
CELL_39745,Leukocyte,36.04,41,77.83
CELL_65083,Neuron,69.67,30,93.9
CELL_91883,Leukocyte,14.26,17,82.81
CELL_94578,Erythrocyte,108.88,12,89.83
CELL_72105,Erythrocyte,23.35,12,66.65
CELL_66724,Erythrocyte,61.92,10,60.6
CELL_24185,Epithelial,36.78,9,62.99
CELL_36941,Erythrocyte,38.93,35,71.82
CELL_11645,Leukocyte,103.4,15,99.99
CELL_14750,Neuron,8.02,23,56.76
CELL_10810,Leukocyte,14.08,33,58.74
CELL_75635,Myocyte,117.41,13,77.46
CELL_40799,Fibroblast,74.17,16,64.81
CELL_29640,Stem Cell,14.17,35,72.82
CELL_65732,Myocyte,11.3,39,83.95
CELL_16848,Erythrocyte,40.78,45,51.73
CELL_33875,Leukocyte,105.13,14,67.41
CELL_76056,Myocyte,37.44,13,71.97
CELL_91132,Fibroblast,100.71,11,81.56
CELL_77689,Epithelial,102.63,18,84.1
CELL_70428,Fibroblast,31.56,17,60.52
CELL_24378,Leukocyte,39.73,46,50.03
CELL_16315,Fibroblast,85.21,42,97.69
CELL_79095,Epithelial,39.71,41,84.97
CELL_11553,Leukocyte,84.64,36,78.39
CELL_83552,Fibroblast,26.25,7,67.05
CELL_15831,Leukocyte,23.85,40,68.63
CELL_17057,Stem Cell,39.81,8,73.58
CELL_27596,Stem Cell,39.18,9,51.79
CELL_70708,Stem Cell,111.09,19,81.0
CELL_21895,Myocyte,30.04,30,67.32
