cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_75832,Fibroblast,23.51,17,85.29
CELL_41304,Erythrocyte,13.09,35,82.42
CELL_28563,Stem Cell,105.74,41,78.87
CELL_93438,Neuron,44.13,41,80.78
CELL_14265,Stem Cell,114.8,41,90.47
CELL_64962,Epithelial,83.98,35,64.2
CELL_78735,Neuron,97.72,30,64.91
CELL_37923,Leukocyte,111.04,11,80.21
CELL_18706,Erythrocyte,49.76,45,99.67
CELL_94667,Neuron,64.75,22,69.32
CELL_47751,Neuron,7.25,13,61.42
CELL_94182,Myocyte,110.46,37,64.04
CELL_56544,Fibroblast,61.93,15,88.77
CELL_65158,Fibroblast,119.55,25,59.54
CELL_23478,Epithelial,62.66,16,63.67
CELL_28967,Neuron,105.24,38,55.52
CELL_45138,Epithelial,100.66,50,92.35
CELL_40646,Myocyte,45.68,14,80.17
CELL_79773,Neuron,81.35,45,92.13
CELL_39548,Epithelial,117.84,19,88.47
CELL_69194,Erythrocyte,74.86,41,93.16
CELL_17164,Fibroblast,75.54,25,67.83
CELL_53310,Erythrocyte,18.62,33,51.31
CELL_63607,Neuron,26.89,11,59.85
CELL_38182,Stem Cell,119.26,40,51.12
CELL_85569,Epithelial,118.45,22,55.12
CELL_24336,Fibroblast,50.84,26,79.16
CELL_57338,Erythrocyte,72.37,28,54.42
CELL_54542,Neuron,67.37,34,99.74
CELL_65637,Neuron,107.61,11,73.49
CELL_42999,Leukocyte,53.27,25,87.18
CELL_57282,Myocyte,92.63,44,91.94
CELL_31984,Myocyte,25.1,11,93.13
CELL_53287,Neuron,23.72,39,98.38
CELL_88397,Erythrocyte,77.12,34,95.89
CELL_19775,Stem Cell,54.49,5,97.51
CELL_48311,Stem Cell,16.67,9,86.11
CELL_68104,Erythrocyte,81.99,7,50.19
CELL_43417,Epithelial,23.6,18,89.8
CELL_78680,Leukocyte,16.81,7,64.59
CELL_79827,Neuron,64.46,13,88.78
CELL_75606,Epithelial,105.09,11,91.69
CELL_67358,Epithelial,109.45,12,79.57
CELL_15346,Fibroblast,77.98,24,93.21
CELL_13270,Stem Cell,84.26,44,66.85
CELL_45741,Fibroblast,105.01,26,93.11
CELL_39925,Erythrocyte,68.15,38,52.62
CELL_83674,Epithelial,116.84,17,55.1
CELL_89390,Stem Cell,85.02,25,59.94
CELL_70431,Myocyte,26.11,22,96.29
CELL_85173,Epithelial,79.75,17,87.42
CELL_94888,Fibroblast,25.8,26,96.12
CELL_58031,Fibroblast,50.14,38,50.77
CELL_95910,Erythrocyte,89.77,50,79.56
CELL_61089,Stem Cell,85.42,14,63.51
CELL_69190,Erythrocyte,30.04,44,92.25
CELL_37053,Epithelial,90.56,40,79.59
CELL_21141,Erythrocyte,50.45,50,55.1
CELL_43130,Epithelial,12.66,21,64.3
CELL_32389,Stem Cell,5.41,14,89.65
CELL_43614,Neuron,46.82,25,54.21
CELL_72394,Erythrocyte,88.72,50,86.55
CELL_39766,Fibroblast,34.89,6,82.03
CELL_99473,Stem Cell,52.61,42,63.66
CELL_33405,Fibroblast,41.62,29,62.28
CELL_26223,Erythrocyte,83.03,50,87.09
CELL_25659,Leukocyte,88.32,16,87.2
CELL_57777,Leukocyte,30.51,20,80.05
CELL_72293,Leukocyte,64.15,20,87.38
CELL_52224,Leukocyte,94.85,12,68.61
CELL_90974,Leukocyte,48.26,18,93.21
CELL_98285,Neuron,38.27,8,54.38
CELL_84048,Stem Cell,113.28,38,79.46
CELL_92665,Myocyte,33.51,32,87.42
CELL_87050,Stem Cell,89.81,41,94.48
CELL_97984,Erythrocyte,22.93,17,81.01
CELL_75674,Neuron,62.73,10,76.0
CELL_11832,Leukocyte,39.92,47,82.39
CELL_66901,Myocyte,76.83,47,56.33
CELL_24933,Neuron,13.27,12,61.82
CELL_28461,Myocyte,49.44,50,87.78
CELL_57935,Leukocyte,6.69,43,98.81
CELL_96491,Neuron,94.92,5,52.42
CELL_60871,Stem Cell,38.62,20,76.83
CELL_60999,Neuron,26.96,34,58.99
CELL_74891,Erythrocyte,29.59,18,81.24
CELL_72877,Fibroblast,84.54,10,58.08
CELL_49626,Stem Cell,74.71,9,88.96
CELL_84005,Fibroblast,36.18,40,64.22
CELL_93842,Erythrocyte,53.94,12,60.01
CELL_33950,Erythrocyte,87.23,49,96.63
CELL_60734,Neuron,15.1,35,84.86
CELL_32130,Myocyte,74.02,11,72.62
CELL_19108,Stem Cell,109.66,29,58.15
CELL_19427,Stem Cell,6.29,19,65.68
CELL_32594,Leukocyte,104.2,8,54.69
CELL_39793,Erythrocyte,7.14,36,62.05
CELL_18425,Myocyte,91.11,13,53.22
CELL_83487,Neuron,70.3,40,58.98
CELL_52348,Epithelial,38.09,13,67.43
CELL_76669,Neuron,93.32,22,76.79
CELL_58879,Epithelial,105.68,38,80.05
CELL_92474,Myocyte,60.16,22,75.47
CELL_97097,Epithelial,34.58,5,99.03
CELL_29223,Epithelial,46.67,38,50.35
CELL_29401,Neuron,12.18,48,94.16
CELL_37925,Erythrocyte,30.71,31,96.23
CELL_67332,Fibroblast,60.55,40,77.34
CELL_18918,Leukocyte,106.5,25,91.81
CELL_32650,Myocyte,76.3,25,60.83
CELL_18286,Leukocyte,23.25,21,55.3
CELL_81223,Leukocyte,90.95,7,71.42
CELL_37610,Neuron,24.05,35,76.25
CELL_92700,Leukocyte,8.7,18,81.81
CELL_86864,Myocyte,35.1,41,58.97
CELL_91149,Myocyte,29.73,22,66.49
CELL_61085,Stem Cell,82.21,24,74.67
CELL_62376,Myocyte,40.21,46,50.46
CELL_34513,Epithelial,76.96,19,93.32
CELL_56406,Stem Cell,115.5,50,88.44
CELL_18373,Erythrocyte,27.01,19,66.55
CELL_48882,Erythrocyte,112.24,46,51.73
CELL_18331,Fibroblast,82.42,5,97.92
CELL_63606,Erythrocyte,88.62,16,61.33
CELL_81480,Neuron,66.51,12,69.77
CELL_34823,Fibroblast,95.09,9,79.98
CELL_22324,Stem Cell,58.82,24,91.24
CELL_99101,Epithelial,112.26,49,98.49
CELL_83493,Neuron,16.35,13,89.51
CELL_58365,Leukocyte,49.92,22,94.99
CELL_58708,Neuron,87.38,40,71.07
CELL_11960,Myocyte,22.2,13,77.24
CELL_56449,Myocyte,104.33,21,63.41
CELL_17665,Fibroblast,61.44,30,83.73
CELL_80734,Epithelial,21.24,16,97.4
CELL_13094,Stem Cell,93.05,41,76.12
CELL_27873,Fibroblast,17.3,48,61.86
CELL_40399,Erythrocyte,32.15,27,68.65
CELL_47076,Myocyte,63.2,19,86.73
CELL_62935,Stem Cell,83.83,30,98.22
CELL_73866,Leukocyte,66.48,10,95.42
CELL_61736,Neuron,74.24,20,75.48
CELL_20854,Erythrocyte,14.47,12,76.59
CELL_92322,Leukocyte,110.16,25,79.72
CELL_59476,Epithelial,27.42,31,51.81
CELL_21434,Stem Cell,30.01,38,50.53
CELL_77256,Neuron,31.62,7,64.82
CELL_98616,Epithelial,13.42,31,53.93
CELL_75599,Leukocyte,106.24,49,54.21
CELL_83942,Stem Cell,69.22,19,95.23
CELL_76064,Fibroblast,30.74,41,96.87
CELL_34515,Epithelial,117.2,34,90.11
CELL_47389,Epithelial,102.85,23,93.37
CELL_30251,Neuron,115.55,16,54.34
CELL_80905,Stem Cell,72.07,38,59.74
CELL_65281,Erythrocyte,63.39,47,96.09
CELL_96745,Stem Cell,54.0,18,71.17
CELL_29856,Erythrocyte,41.56,38,51.06
CELL_52545,Leukocyte,53.67,33,64.0
CELL_69608,Leukocyte,87.94,29,53.29
CELL_34123,Stem Cell,78.73,36,58.77
CELL_51172,Stem Cell,42.66,36,50.81
CELL_73661,Neuron,8.9,18,51.84
CELL_76676,Epithelial,39.55,33,71.57
CELL_60011,Neuron,27.3,11,89.15
CELL_51537,Neuron,10.42,39,99.67
CELL_11128,Leukocyte,39.02,26,77.87
CELL_39225,Neuron,32.74,40,56.23
CELL_65800,Neuron,54.68,15,64.12
CELL_45362,Epithelial,92.68,33,58.14
CELL_42491,Myocyte,30.26,43,92.85
CELL_54611,Epithelial,104.11,49,87.58
CELL_69416,Stem Cell,119.01,41,53.3
CELL_47652,Erythrocyte,64.39,18,61.8
CELL_91587,Erythrocyte,90.82,33,68.86
