cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_81952,Fibroblast,64.01,47,60.11
CELL_92835,Myocyte,28.28,40,84.51
CELL_97347,Epithelial,13.16,18,68.3
CELL_64809,Myocyte,14.22,17,80.83
CELL_78897,Neuron,112.28,15,58.11
CELL_24978,Stem Cell,59.29,30,78.57
CELL_89876,Neuron,95.08,33,72.71
CELL_96358,Epithelial,58.05,44,66.44
CELL_39853,Neuron,11.85,43,58.66
CELL_11602,Fibroblast,58.09,32,94.83
CELL_31318,Myocyte,21.21,45,92.34
CELL_53474,Myocyte,75.63,35,84.18
CELL_73491,Neuron,8.52,39,55.16
CELL_22579,Leukocyte,44.68,19,55.59
CELL_85119,Epithelial,91.0,27,51.27
CELL_32705,Leukocyte,26.26,26,86.75
CELL_28372,Neuron,61.92,29,61.73
CELL_37918,Fibroblast,20.28,35,57.64
CELL_59152,Epithelial,82.02,12,50.22
CELL_62118,Stem Cell,14.8,23,73.34
CELL_50170,Leukocyte,97.37,21,55.27
CELL_49342,Leukocyte,94.97,11,78.44
CELL_39122,Fibroblast,32.91,24,83.55
CELL_26426,Myocyte,100.61,7,53.37
CELL_26979,Neuron,100.84,37,77.3
CELL_79567,Stem Cell,55.0,26,92.39
CELL_92745,Myocyte,73.41,21,92.85
CELL_83627,Fibroblast,61.7,20,52.51
CELL_17336,Myocyte,104.08,16,83.82
CELL_47483,Erythrocyte,41.83,16,61.1
CELL_52284,Stem Cell,17.6,11,72.04
CELL_87790,Myocyte,84.8,8,83.66
CELL_37991,Leukocyte,65.66,47,96.58
CELL_34750,Myocyte,58.07,10,81.85
CELL_81459,Fibroblast,37.62,25,71.58
CELL_36523,Neuron,74.56,46,65.98
CELL_15601,Leukocyte,89.56,41,61.48
CELL_41744,Epithelial,67.94,41,64.28
CELL_99264,Fibroblast,64.81,17,82.07
CELL_63328,Leukocyte,38.52,5,98.55
CELL_92212,Erythrocyte,80.2,41,99.86
CELL_36718,Myocyte,44.97,27,61.93
CELL_97368,Neuron,66.51,9,99.69
CELL_42088,Leukocyte,7.22,35,72.31
CELL_93067,Neuron,44.5,28,80.42
CELL_77959,Epithelial,117.48,6,80.31
CELL_49459,Neuron,44.43,40,71.43
CELL_77662,Epithelial,45.46,34,98.4
CELL_93517,Myocyte,117.79,33,74.37
CELL_53531,Epithelial,8.17,19,83.59
CELL_91730,Stem Cell,23.32,14,74.62
CELL_99245,Stem Cell,73.84,16,99.47
CELL_90568,Stem Cell,112.68,42,96.2
CELL_28743,Myocyte,33.72,15,77.95
CELL_20656,Leukocyte,97.6,50,59.85
CELL_79042,Erythrocyte,61.39,5,76.98
CELL_24234,Stem Cell,51.66,30,80.28
CELL_19051,Myocyte,94.33,24,54.64
CELL_33074,Leukocyte,86.17,30,70.21
CELL_84603,Epithelial,77.74,36,62.95
CELL_33964,Leukocyte,96.21,38,99.81
CELL_38278,Stem Cell,64.18,10,80.48
CELL_98764,Leukocyte,15.07,29,98.27
CELL_44445,Neuron,71.11,37,51.78
CELL_68703,Stem Cell,49.74,34,79.57
CELL_51772,Epithelial,63.97,19,66.56
CELL_55196,Epithelial,8.81,47,85.89
CELL_20021,Leukocyte,71.52,40,94.48
CELL_17893,Leukocyte,63.2,17,62.53
CELL_78545,Stem Cell,87.77,45,52.91
CELL_52762,Myocyte,10.41,46,69.9
CELL_29354,Stem Cell,111.41,9,93.76
CELL_88172,Myocyte,71.62,24,67.04
CELL_83890,Neuron,117.35,19,65.59
CELL_32665,Fibroblast,110.57,20,76.96
CELL_83025,Epithelial,35.7,9,72.86
CELL_29937,Stem Cell,118.12,15,75.12
CELL_43905,Leukocyte,106.58,45,66.37
CELL_96088,Stem Cell,68.92,21,75.62
CELL_38634,Epithelial,61.34,37,70.75
CELL_10475,Myocyte,42.41,37,90.56
CELL_44468,Fibroblast,65.45,27,96.82
CELL_36032,Leukocyte,87.99,48,78.47
CELL_74697,Neuron,109.63,23,89.54
CELL_19305,Epithelial,60.47,16,84.14
CELL_79190,Erythrocyte,116.48,32,55.75
CELL_79494,Leukocyte,90.62,44,90.48
CELL_35516,Epithelial,112.62,37,77.13
CELL_91156,Fibroblast,39.46,26,66.5
CELL_39938,Myocyte,102.92,28,95.94
CELL_76878,Erythrocyte,101.57,13,64.18
CELL_24096,Fibroblast,34.93,9,67.35
CELL_95255,Neuron,59.95,20,68.92
CELL_47833,Myocyte,47.22,21,62.75
CELL_86735,Stem Cell,80.71,28,82.27
CELL_81153,Epithelial,98.82,16,92.37
CELL_83955,Myocyte,19.3,22,57.17
CELL_71980,Epithelial,56.27,31,69.48
CELL_72917,Leukocyte,13.78,31,87.2
CELL_65585,Myocyte,78.09,37,60.73
CELL_94601,Myocyte,111.33,49,72.09
CELL_44396,Neuron,68.59,11,73.33
CELL_91894,Myocyte,34.86,40,96.04
CELL_30536,Neuron,76.7,33,96.17
CELL_90180,Myocyte,44.73,5,62.74
CELL_91085,Myocyte,80.53,18,84.3
CELL_24841,Erythrocyte,101.11,22,78.0
CELL_78508,Leukocyte,54.58,38,76.68
CELL_61610,Neuron,74.86,50,85.56
CELL_18490,Erythrocyte,14.35,42,81.73
CELL_34518,Stem Cell,15.65,35,77.84
CELL_62810,Leukocyte,48.56,32,97.39
CELL_99036,Erythrocyte,72.5,9,73.91
CELL_36418,Fibroblast,22.24,43,94.96
CELL_96954,Leukocyte,65.02,18,57.39
CELL_38896,Leukocyte,95.28,11,89.18
CELL_19633,Leukocyte,60.57,46,97.49
CELL_36834,Fibroblast,69.15,50,99.83
CELL_10846,Erythrocyte,15.88,34,88.92
CELL_82336,Myocyte,55.15,50,54.62
CELL_43094,Fibroblast,41.59,38,56.83
CELL_60565,Neuron,60.06,35,52.42
CELL_77924,Fibroblast,107.59,28,81.55
CELL_92687,Neuron,64.02,42,87.94
CELL_94832,Epithelial,72.3,50,90.63
CELL_31420,Stem Cell,10.01,6,60.88
CELL_27778,Stem Cell,106.98,12,71.12
CELL_73099,Leukocyte,38.06,29,67.8
CELL_76081,Stem Cell,53.57,14,76.79
CELL_91181,Neuron,70.25,16,85.75
CELL_21388,Neuron,63.58,24,85.72
CELL_41374,Neuron,102.3,22,86.38
CELL_43853,Epithelial,55.73,46,96.07
CELL_80236,Fibroblast,50.44,26,63.43
CELL_52225,Epithelial,90.38,39,52.58
CELL_60170,Erythrocyte,30.26,40,56.26
CELL_69199,Leukocyte,81.35,24,91.05
CELL_32294,Erythrocyte,73.77,32,98.01
CELL_32225,Stem Cell,71.91,37,51.28
CELL_35891,Epithelial,14.33,6,97.01
CELL_10852,Fibroblast,49.58,34,75.25
CELL_97603,Leukocyte,30.07,14,80.48
CELL_27519,Neuron,33.76,21,69.07
CELL_61376,Stem Cell,101.24,43,61.5
