cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_54474,Erythrocyte,58.78,35,86.18
CELL_39469,Neuron,53.08,36,77.63
CELL_62795,Myocyte,49.27,27,61.54
CELL_98850,Erythrocyte,115.73,22,82.66
CELL_38752,Erythrocyte,92.99,33,52.38
CELL_67410,Leukocyte,62.04,19,65.39
CELL_60302,Epithelial,71.57,43,83.26
CELL_36354,Leukocyte,69.28,20,65.52
CELL_98949,Myocyte,16.12,37,53.52
CELL_27011,Stem Cell,90.8,31,78.96
CELL_80435,Fibroblast,21.75,49,79.93
CELL_19003,Erythrocyte,77.05,44,72.83
CELL_86828,Erythrocyte,65.29,40,61.85
CELL_77407,Stem Cell,109.79,7,62.2
CELL_65736,Fibroblast,10.93,9,54.4
CELL_18720,Fibroblast,58.46,41,81.87
CELL_12743,Erythrocyte,30.29,30,77.22
CELL_11433,Leukocyte,80.07,10,65.25
CELL_56883,Leukocyte,77.52,42,77.42
CELL_89357,Myocyte,119.34,43,64.43
CELL_99449,Fibroblast,83.07,36,80.43
CELL_28530,Leukocyte,111.55,12,99.78
CELL_54175,Epithelial,30.2,39,53.46
CELL_85573,Fibroblast,105.79,12,52.6
CELL_58379,Stem Cell,113.5,48,71.46
CELL_29570,Erythrocyte,87.61,45,69.16
CELL_83053,Fibroblast,107.73,12,60.63
CELL_66581,Neuron,21.86,12,86.93
CELL_50819,Epithelial,90.4,35,89.4
CELL_49952,Myocyte,55.37,15,74.47
CELL_73734,Myocyte,42.12,6,50.93
CELL_70488,Erythrocyte,66.45,45,60.65
CELL_98116,Neuron,27.29,25,78.36
CELL_82745,Leukocyte,106.37,47,94.59
CELL_14369,Erythrocyte,60.89,7,87.89
CELL_12625,Fibroblast,88.73,10,80.88
CELL_59322,Leukocyte,108.2,39,50.78
CELL_71265,Myocyte,28.8,33,76.66
CELL_33166,Leukocyte,64.99,6,51.81
CELL_40029,Myocyte,70.28,29,88.73
CELL_92181,Fibroblast,74.12,29,94.21
CELL_76362,Neuron,18.54,41,96.81
CELL_80837,Leukocyte,105.19,8,60.66
CELL_48231,Fibroblast,17.72,38,74.28
CELL_76988,Fibroblast,90.33,10,96.07
CELL_53815,Stem Cell,71.6,10,87.21
CELL_22476,Neuron,15.16,10,71.09
CELL_82732,Epithelial,46.49,28,62.92
CELL_35982,Fibroblast,21.49,8,76.68
CELL_64972,Erythrocyte,62.49,18,99.29
CELL_67204,Fibroblast,101.89,18,72.38
CELL_46858,Myocyte,90.06,42,74.29
CELL_62830,Epithelial,97.42,23,75.21
CELL_46997,Leukocyte,45.41,30,79.72
CELL_19578,Erythrocyte,22.78,15,81.77
CELL_15445,Stem Cell,58.96,7,95.11
CELL_18327,Stem Cell,82.77,12,90.52
CELL_87431,Epithelial,51.4,30,94.66
CELL_47467,Erythrocyte,71.27,39,87.8
CELL_30079,Erythrocyte,14.84,37,95.48
CELL_90336,Myocyte,55.23,24,85.04
CELL_56246,Erythrocyte,22.2,50,91.04
CELL_98293,Fibroblast,63.79,37,72.2
CELL_46866,Erythrocyte,108.85,28,93.52
CELL_12305,Fibroblast,48.39,30,98.02
CELL_92431,Stem Cell,66.3,37,65.55
CELL_29631,Epithelial,50.68,7,92.86
CELL_57817,Leukocyte,65.82,27,84.14
CELL_33087,Myocyte,29.59,42,53.7
CELL_66477,Neuron,99.72,41,98.97
CELL_92478,Erythrocyte,51.79,40,77.34
CELL_30328,Erythrocyte,77.77,29,58.84
CELL_24080,Fibroblast,93.97,20,85.64
CELL_62640,Neuron,50.03,9,64.96
CELL_93349,Leukocyte,14.86,32,89.46
CELL_83472,Stem Cell,53.14,20,92.13
CELL_54514,Stem Cell,69.09,10,99.32
CELL_39211,Myocyte,32.09,13,51.6
CELL_98516,Erythrocyte,31.77,7,52.29
CELL_91668,Epithelial,114.68,18,67.77
CELL_72635,Fibroblast,61.78,19,99.23
CELL_93301,Stem Cell,18.21,29,96.16
CELL_93145,Erythrocyte,80.49,12,56.2
CELL_69789,Epithelial,39.33,10,55.14
CELL_18895,Epithelial,74.29,37,82.62
CELL_26363,Fibroblast,74.1,28,68.49
CELL_82862,Epithelial,75.49,21,98.53
CELL_11546,Stem Cell,49.79,18,63.21
CELL_18071,Leukocyte,7.66,35,82.74
CELL_93240,Myocyte,54.57,14,97.5
CELL_38825,Fibroblast,33.79,44,85.61
CELL_61968,Myocyte,107.55,22,79.24
CELL_17143,Neuron,88.71,25,80.05
CELL_62800,Epithelial,90.19,14,66.14
CELL_61507,Myocyte,105.61,8,66.57
