cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_71045,Stem Cell,118.0,38,54.92
CELL_37537,Erythrocyte,24.19,7,60.37
CELL_81929,Erythrocyte,19.36,36,81.05
CELL_12523,Neuron,46.17,36,79.13
CELL_80590,Fibroblast,103.76,14,99.36
CELL_71938,Leukocyte,40.74,45,74.17
CELL_41277,Neuron,58.48,26,59.78
CELL_92986,Myocyte,30.48,33,60.56
CELL_77899,Erythrocyte,37.03,13,94.0
CELL_25659,Myocyte,48.55,46,90.37
CELL_63676,Leukocyte,47.71,48,60.68
CELL_80019,Myocyte,81.08,14,57.46
CELL_31557,Neuron,60.82,15,87.82
CELL_58668,Fibroblast,21.97,22,77.46
CELL_94439,Leukocyte,84.21,17,59.27
CELL_16806,Myocyte,20.08,16,82.66
CELL_29492,Neuron,32.18,31,51.98
CELL_55488,Leukocyte,44.02,16,58.73
CELL_69139,Stem Cell,109.92,15,70.42
CELL_69519,Neuron,82.09,7,53.84
CELL_25150,Fibroblast,33.18,47,92.34
CELL_73941,Leukocyte,99.17,40,65.69
CELL_90012,Myocyte,48.33,28,83.61
CELL_59405,Epithelial,41.52,30,96.89
CELL_68538,Fibroblast,33.32,15,78.5
CELL_41501,Erythrocyte,48.92,21,88.39
CELL_57207,Erythrocyte,63.29,41,91.59
CELL_25415,Myocyte,68.16,28,97.36
CELL_33632,Myocyte,15.55,24,84.72
CELL_18803,Erythrocyte,53.22,29,73.76
CELL_62418,Epithelial,65.86,10,52.38
CELL_55268,Stem Cell,84.17,37,50.88
CELL_55690,Erythrocyte,98.3,18,54.12
CELL_99079,Epithelial,5.11,36,55.46
CELL_66959,Fibroblast,105.37,39,68.09
CELL_84560,Erythrocyte,80.31,23,65.97
CELL_89159,Fibroblast,115.79,47,97.95
CELL_62489,Neuron,46.66,33,59.09
CELL_35362,Leukocyte,92.64,14,56.32
CELL_58602,Epithelial,116.45,49,97.07
CELL_35104,Neuron,86.88,24,63.49
CELL_25495,Leukocyte,87.16,20,66.94
CELL_30636,Leukocyte,8.84,18,87.22
CELL_15613,Erythrocyte,21.37,30,83.55
CELL_26504,Fibroblast,112.15,8,51.2
CELL_20256,Stem Cell,57.95,48,92.3
CELL_32211,Erythrocyte,11.45,8,55.91
CELL_81829,Myocyte,50.06,10,51.31
CELL_66023,Epithelial,21.8,12,76.07
CELL_63085,Fibroblast,75.07,44,60.99
CELL_78648,Neuron,57.12,17,84.43
CELL_48531,Myocyte,92.68,28,94.22
CELL_43608,Leukocyte,40.44,6,53.8
CELL_49148,Epithelial,74.87,44,91.74
CELL_39876,Erythrocyte,34.46,14,53.93
CELL_30641,Leukocyte,11.89,30,60.13
CELL_47881,Stem Cell,86.72,50,99.68
CELL_48412,Stem Cell,108.9,17,62.42
CELL_15789,Epithelial,99.97,7,57.33
CELL_19125,Neuron,118.62,8,64.4
CELL_41417,Fibroblast,30.82,45,95.89
CELL_45323,Leukocyte,5.31,6,52.43
CELL_16159,Myocyte,51.92,28,57.8
CELL_78350,Myocyte,66.31,35,55.31
CELL_89482,Fibroblast,68.61,7,74.99
CELL_77945,Erythrocyte,36.89,31,64.33
CELL_66391,Epithelial,69.94,23,62.19
CELL_67541,Myocyte,90.43,35,66.72
CELL_36891,Stem Cell,17.8,39,77.12
CELL_76039,Fibroblast,41.66,39,96.48
CELL_75702,Epithelial,63.28,47,72.82
CELL_74619,Epithelial,99.66,19,80.0
CELL_75415,Epithelial,64.53,31,60.02
CELL_52939,Fibroblast,64.78,34,61.67
CELL_35824,Myocyte,82.27,27,83.89
CELL_64449,Stem Cell,5.53,37,64.14
CELL_92350,Erythrocyte,86.5,23,63.88
CELL_58101,Fibroblast,103.73,16,54.11
CELL_80283,Stem Cell,96.47,39,93.37
CELL_72013,Neuron,32.22,42,50.71
CELL_91389,Leukocyte,116.73,18,89.67
CELL_37001,Myocyte,16.24,34,76.38
CELL_45151,Erythrocyte,110.57,24,51.17
CELL_71904,Erythrocyte,84.96,44,57.99
CELL_45275,Myocyte,66.68,17,96.96
CELL_23503,Neuron,38.49,8,73.19
CELL_20147,Erythrocyte,92.89,6,77.68
CELL_84747,Stem Cell,40.4,50,90.58
CELL_53090,Leukocyte,19.89,49,59.33
CELL_21016,Epithelial,86.0,27,89.12
CELL_92753,Erythrocyte,99.14,30,72.79
CELL_68661,Myocyte,6.89,23,67.99
CELL_38184,Myocyte,5.68,33,75.63
CELL_47960,Epithelial,100.02,48,95.07
CELL_87004,Myocyte,60.34,23,70.43
