cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_34066,Fibroblast,63.63,46,88.02
CELL_46273,Stem Cell,117.37,16,74.11
CELL_65888,Neuron,32.65,21,54.12
CELL_72338,Erythrocyte,86.29,25,66.81
CELL_46235,Myocyte,16.73,22,54.56
CELL_58810,Fibroblast,111.55,5,66.19
CELL_42399,Myocyte,7.58,26,83.87
CELL_60015,Stem Cell,79.43,11,57.41
CELL_21889,Myocyte,108.58,49,70.45
CELL_51765,Stem Cell,54.46,41,62.46
CELL_31531,Erythrocyte,6.48,39,96.78
CELL_52760,Erythrocyte,70.57,18,87.35
CELL_86697,Erythrocyte,26.06,37,98.64
CELL_22639,Neuron,45.88,21,95.33
CELL_77970,Myocyte,72.21,26,97.43
CELL_10094,Neuron,109.56,7,57.14
CELL_86228,Erythrocyte,116.77,20,83.45
CELL_64354,Stem Cell,77.51,45,52.8
CELL_27930,Leukocyte,74.57,31,93.68
CELL_43937,Erythrocyte,62.14,47,92.59
CELL_24844,Leukocyte,79.71,45,51.03
CELL_67267,Neuron,71.54,46,79.36
CELL_74710,Stem Cell,119.57,47,57.51
CELL_95524,Leukocyte,89.59,17,79.89
CELL_11437,Neuron,12.88,44,81.79
CELL_41193,Myocyte,15.73,17,74.83
CELL_24167,Erythrocyte,94.94,33,61.2
CELL_75800,Stem Cell,50.81,34,97.67
CELL_61911,Leukocyte,96.15,40,77.74
CELL_40976,Myocyte,111.49,36,78.7
CELL_99539,Epithelial,23.15,34,95.54
CELL_76983,Myocyte,46.07,34,73.08
CELL_53243,Neuron,109.64,30,96.72
CELL_38208,Neuron,12.22,44,65.42
CELL_24640,Fibroblast,39.4,47,81.28
CELL_94161,Epithelial,59.66,40,57.72
CELL_88607,Stem Cell,24.45,49,69.0
CELL_66195,Fibroblast,80.18,34,73.31
CELL_38999,Neuron,17.14,46,95.55
CELL_14147,Neuron,43.91,25,79.8
CELL_55302,Fibroblast,81.77,23,95.56
CELL_80467,Fibroblast,114.95,11,80.97
CELL_34865,Stem Cell,116.33,47,65.09
CELL_22578,Myocyte,98.65,9,75.27
CELL_57421,Erythrocyte,118.74,35,59.69
CELL_31449,Leukocyte,108.9,39,64.35
CELL_61034,Erythrocyte,93.74,35,83.74
CELL_95398,Fibroblast,65.28,25,51.31
CELL_72148,Neuron,51.55,18,94.23
CELL_61597,Leukocyte,47.07,49,68.15
CELL_81103,Stem Cell,76.04,11,91.55
CELL_74333,Stem Cell,8.46,6,79.82
