cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_19208,Fibroblast,40.03,30,53.74
CELL_83223,Myocyte,57.67,23,86.9
CELL_30501,Leukocyte,117.4,40,74.19
CELL_44001,Stem Cell,85.48,43,90.25
CELL_58377,Erythrocyte,8.54,32,87.56
CELL_98308,Leukocyte,74.6,18,91.85
CELL_34645,Fibroblast,55.31,29,87.1
CELL_60848,Fibroblast,41.5,33,89.31
CELL_70202,Leukocyte,100.78,32,51.97
CELL_63305,Myocyte,7.51,17,80.76
CELL_31537,Epithelial,80.34,41,81.08
CELL_50804,Epithelial,89.32,23,76.26
CELL_20221,Fibroblast,72.66,12,63.18
CELL_27441,Myocyte,14.54,38,89.98
CELL_49645,Neuron,89.68,8,77.98
CELL_21428,Stem Cell,74.99,15,93.98
CELL_87174,Stem Cell,99.59,33,88.74
CELL_84905,Epithelial,9.32,36,80.82
CELL_49374,Epithelial,35.0,50,60.39
CELL_82201,Leukocyte,88.95,47,97.41
CELL_17388,Erythrocyte,77.7,40,52.25
CELL_34285,Erythrocyte,83.29,29,87.16
CELL_89649,Stem Cell,27.81,27,53.04
CELL_53863,Erythrocyte,73.36,9,56.21
CELL_30810,Leukocyte,50.46,28,58.65
CELL_87206,Epithelial,58.68,23,87.65
CELL_78956,Leukocyte,11.01,33,55.38
CELL_38067,Fibroblast,18.88,14,91.27
CELL_90622,Epithelial,71.27,7,68.84
CELL_97149,Erythrocyte,78.51,8,68.85
CELL_19330,Leukocyte,100.04,18,86.86
CELL_68665,Erythrocyte,7.95,32,72.17
CELL_12703,Neuron,32.31,30,54.25
CELL_74899,Neuron,64.95,48,67.62
CELL_92330,Leukocyte,91.12,26,94.47
CELL_82631,Myocyte,87.94,10,54.15
CELL_66612,Neuron,28.11,15,75.9
CELL_92605,Stem Cell,43.87,20,66.69
CELL_43424,Epithelial,31.48,49,74.2
CELL_25072,Fibroblast,102.76,45,73.92
CELL_97473,Epithelial,32.86,15,60.47
CELL_81778,Leukocyte,113.39,12,57.22
CELL_29146,Leukocyte,21.73,9,60.43
CELL_86600,Myocyte,18.28,6,52.99
CELL_92369,Epithelial,20.6,11,54.4
CELL_17972,Leukocyte,64.89,16,99.98
CELL_52966,Neuron,101.56,48,58.98
CELL_14573,Stem Cell,54.84,35,88.21
CELL_98708,Stem Cell,107.27,18,82.13
CELL_74747,Erythrocyte,25.4,47,79.25
CELL_74141,Fibroblast,39.34,32,78.45
CELL_50843,Fibroblast,12.8,22,83.41
CELL_16398,Myocyte,97.47,18,67.19
CELL_24600,Neuron,33.35,13,51.3
CELL_60940,Epithelial,104.07,45,51.99
CELL_27875,Neuron,64.83,5,66.35
CELL_84743,Stem Cell,96.58,16,62.38
CELL_39762,Erythrocyte,85.8,10,93.6
CELL_36905,Epithelial,58.41,44,52.35
CELL_72075,Epithelial,95.06,41,70.73
CELL_46368,Myocyte,6.23,33,50.46
CELL_44254,Neuron,64.11,16,81.57
CELL_40573,Erythrocyte,97.31,26,70.86
CELL_70627,Myocyte,16.86,44,86.57
CELL_12126,Epithelial,118.66,23,66.53
CELL_54424,Epithelial,31.82,15,60.1
CELL_35525,Leukocyte,25.43,12,86.16
CELL_92993,Stem Cell,48.47,8,76.89
CELL_51857,Stem Cell,115.1,36,80.67
CELL_85606,Myocyte,49.47,36,59.21
CELL_27181,Erythrocyte,58.61,10,81.77
CELL_67199,Epithelial,32.0,45,86.68
CELL_66442,Leukocyte,43.03,49,66.29
CELL_32217,Erythrocyte,13.9,5,77.51
CELL_22806,Erythrocyte,46.39,21,66.36
CELL_68994,Epithelial,8.24,47,71.34
CELL_52151,Erythrocyte,10.21,25,79.17
CELL_27810,Neuron,46.08,23,88.46
CELL_94364,Erythrocyte,118.1,48,87.83
CELL_34913,Myocyte,21.59,39,67.37
CELL_82269,Leukocyte,91.7,43,60.77
CELL_32292,Neuron,75.19,45,86.53
CELL_24819,Epithelial,57.75,12,97.14
CELL_61689,Fibroblast,59.71,8,93.9
CELL_43214,Stem Cell,52.95,19,69.78
CELL_39588,Erythrocyte,39.81,19,67.69
CELL_82433,Epithelial,119.91,48,82.95
CELL_73878,Leukocyte,94.3,47,63.24
CELL_48548,Stem Cell,80.96,41,67.73
CELL_72534,Erythrocyte,110.49,37,80.82
CELL_84013,Erythrocyte,73.29,43,67.74
CELL_14253,Stem Cell,18.97,20,68.84
CELL_28640,Epithelial,84.08,27,66.33
CELL_12993,Neuron,27.87,36,72.21
CELL_37007,Epithelial,50.88,42,53.7
