cell_id,cell_type,diameter_um,organelle_count,viability_pct
CELL_71083,Erythrocyte,30.57,5,78.5
CELL_51264,Fibroblast,28.63,15,88.45
CELL_70004,Erythrocyte,85.8,19,69.39
CELL_15278,Fibroblast,27.09,41,64.58
CELL_72794,Fibroblast,90.16,29,76.9
CELL_24569,Epithelial,70.47,34,97.37
CELL_17581,Neuron,29.44,40,52.93
CELL_86430,Leukocyte,67.81,23,56.06
CELL_62696,Erythrocyte,70.17,44,76.59
CELL_34775,Fibroblast,100.59,37,61.97
CELL_72525,Epithelial,65.33,48,98.35
CELL_81868,Myocyte,75.71,10,66.29
CELL_61810,Neuron,37.99,14,84.46
CELL_21035,Epithelial,80.85,32,88.58
CELL_33402,Neuron,72.27,48,51.38
CELL_92220,Erythrocyte,73.1,37,63.26
CELL_58247,Neuron,88.9,41,84.64
CELL_37032,Myocyte,66.8,12,82.6
CELL_51343,Stem Cell,88.43,50,89.56
CELL_15328,Fibroblast,23.84,50,74.69
CELL_83495,Epithelial,46.38,34,89.37
CELL_34870,Stem Cell,43.9,43,58.43
CELL_61445,Erythrocyte,80.11,31,59.47
CELL_37770,Epithelial,25.39,39,67.73
CELL_33582,Epithelial,72.13,36,75.61
CELL_82713,Leukocyte,45.17,32,98.16
CELL_79009,Fibroblast,65.38,50,76.74
CELL_22906,Leukocyte,66.38,35,70.09
CELL_79957,Epithelial,73.87,10,58.95
CELL_54108,Erythrocyte,61.74,44,98.77
CELL_21708,Myocyte,75.51,30,58.3
CELL_65294,Neuron,73.23,23,88.01
CELL_36942,Erythrocyte,45.52,44,69.6
CELL_16220,Fibroblast,48.83,18,53.59
CELL_98320,Fibroblast,37.19,39,64.09
CELL_59754,Myocyte,18.03,40,60.54
CELL_94098,Neuron,112.65,43,76.58
CELL_99950,Erythrocyte,98.05,10,74.52
CELL_90878,Leukocyte,81.49,12,64.24
CELL_83732,Leukocyte,11.25,48,57.36
CELL_44696,Fibroblast,7.75,31,85.27
CELL_66802,Neuron,89.24,20,59.44
CELL_77839,Erythrocyte,66.42,34,67.26
CELL_16516,Neuron,7.59,48,76.59
CELL_86944,Myocyte,107.2,22,64.05
CELL_46601,Myocyte,36.92,7,55.07
CELL_84790,Epithelial,31.76,29,51.59
CELL_38521,Neuron,64.2,12,51.93
CELL_84918,Fibroblast,16.24,41,73.49
CELL_86250,Erythrocyte,55.98,44,65.7
CELL_32915,Neuron,14.17,11,74.0
CELL_69700,Leukocyte,23.51,35,77.77
CELL_75796,Erythrocyte,41.01,5,99.95
CELL_37357,Fibroblast,38.85,12,84.49
CELL_35660,Neuron,101.48,25,97.96
CELL_13186,Myocyte,9.1,9,88.21
CELL_88326,Neuron,104.77,39,53.22
CELL_18401,Epithelial,90.0,14,57.32
CELL_26553,Epithelial,27.17,39,76.99
CELL_93050,Fibroblast,69.93,16,77.23
CELL_72593,Fibroblast,109.34,12,72.48
CELL_10291,Stem Cell,90.17,29,80.07
CELL_40819,Myocyte,55.72,46,70.42
CELL_83960,Stem Cell,34.49,10,99.75
CELL_29664,Neuron,97.93,42,61.23
CELL_29144,Leukocyte,84.99,11,95.0
CELL_92367,Neuron,58.49,48,70.2
CELL_23809,Erythrocyte,114.43,41,69.34
CELL_39135,Erythrocyte,105.27,10,80.86
CELL_55207,Epithelial,58.37,10,96.09
CELL_66945,Leukocyte,82.49,50,78.85
